event_id,timestamp,user_id,src_segment,dst_segment,src_ip,dst_ip,port,protocol,bytes,device_id,is_anomalous
NW002121,2026-07-09T20:33:47,STF1077,staff-ops,staff-ops,10.20.205.218,10.20.193.18,443,TCP,277057,DEV0112,0
NW000845,2026-07-09T20:35:44,STF1038,staff-ops,staff-ops,10.20.73.15,10.20.70.136,443,TCP,47989,DEV0092,0
NW006139,2026-07-09T20:43:47,VND2002,vendor-vpn,vendor-vpn,10.60.3.76,10.20.209.29,443,TCP,16856,DEV0028,0
NW001219,2026-07-09T20:45:27,VND2020,vendor-vpn,vendor-vpn,10.60.5.139,10.20.76.99,443,UDP,109465,DEV0203,0
NW002243,2026-07-09T20:52:59,STF1166,staff-ops,staff-ops,10.20.148.56,10.20.155.147,443,TCP,217524,DEV0088,0
NW006073,2026-07-09T21:25:29,STF1004,staff-ops,staff-ops,10.20.77.114,10.20.77.74,443,TCP,323856,DEV0245,0
NW002369,2026-07-09T21:32:04,STF1043,staff-ops,staff-ops,10.20.71.148,10.20.195.225,8080,TCP,286247,DEV0230,0
NW003501,2026-07-09T21:56:00,STF1175,staff-ops,staff-ops,10.20.191.145,10.20.152.242,8080,UDP,141749,DEV0146,0
NW002736,2026-07-09T21:57:13,STF1160,staff-ops,staff-ops,10.20.10.197,10.20.169.144,443,TCP,360079,DEV0354,0
NW003396,2026-07-10T01:11:21,STF1047,staff-ops,internet,10.20.240.240,198.51.112.15,5432,TCP,217605,DEV0156,0
NW001876,2026-07-10T02:55:53,VND2023,vendor-vpn,operational-apps,10.60.132.252,10.20.0.120,3389,UDP,6262887,DEV0152,1
NW001675,2026-07-10T03:11:50,VND2004,vendor-vpn,vendor-vpn,10.60.217.226,10.20.79.232,443,TCP,281017,DEV0172,0
NW003416,2026-07-10T03:13:54,STF1074,staff-ops,internet,10.20.175.145,198.51.149.158,80,TCP,84501,DEV0122,0
NW001022,2026-07-10T03:30:13,STF1049,staff-ops,staff-ops,10.20.195.139,10.20.22.52,22,TCP,383046,DEV0033,0
NW006192,2026-07-10T03:32:37,STF1010,staff-ops,staff-ops,10.20.165.146,10.20.130.165,443,TCP,111583,DEV0056,0
NW002235,2026-07-10T04:03:35,STF1072,staff-ops,internet,10.20.87.31,198.51.3.56,443,UDP,390682,DEV0261,0
NW002351,2026-07-10T04:22:05,STF1107,staff-ops,staff-ops,10.20.209.170,10.20.113.38,443,UDP,230101,DEV0086,0
NW003417,2026-07-10T06:19:36,VND2031,vendor-vpn,vendor-vpn,10.60.152.104,10.20.237.174,443,TCP,83823,DEV0347,0
NW000761,2026-07-10T06:21:32,STF1142,staff-ops,staff-ops,10.20.149.175,10.20.45.68,80,UDP,162986,DEV0329,0
NW001245,2026-07-10T06:25:15,STF1045,staff-ops,staff-ops,10.20.206.139,10.20.6.98,80,UDP,398213,DEV0290,0
NW004746,2026-07-10T06:41:11,VND2017,vendor-vpn,internet,10.60.237.54,198.51.38.4,443,UDP,293247,DEV0085,0
NW003075,2026-07-10T06:43:44,STF1023,staff-ops,internet,10.20.118.193,198.51.134.17,80,TCP,97420,DEV0095,0
NW001834,2026-07-10T06:43:48,STF1013,staff-ops,staff-ops,10.20.217.187,10.20.157.223,80,TCP,241845,DEV0341,0
NW004229,2026-07-10T06:52:37,VND2002,vendor-vpn,vendor-vpn,10.60.173.201,10.20.119.242,443,TCP,39669,DEV0025,0
NW000859,2026-07-10T07:07:45,VND2028,vendor-vpn,vendor-vpn,10.60.22.168,10.20.102.96,8080,TCP,337312,DEV0267,0
NW004451,2026-07-10T07:07:57,STF1132,staff-ops,staff-ops,10.20.60.105,10.20.215.115,443,TCP,198302,DEV0293,0
NW004107,2026-07-10T07:19:28,STF1153,staff-ops,staff-ops,10.20.251.1,10.20.248.176,445,UDP,347179,DEV0399,0
NW004960,2026-07-10T07:24:23,STF1096,staff-ops,staff-ops,10.20.10.60,10.20.32.198,443,UDP,344324,DEV0002,0
NW000792,2026-07-10T07:40:25,STF1151,staff-ops,staff-ops,10.20.159.57,10.20.23.93,443,TCP,183802,DEV0002,0
NW002832,2026-07-10T07:42:59,STF1175,staff-ops,staff-ops,10.20.253.128,10.20.62.171,443,TCP,145076,DEV0178,0
NW004296,2026-07-10T08:04:02,STF1051,staff-ops,internet,10.20.134.3,198.51.237.132,443,TCP,166494,DEV0145,0
NW003991,2026-07-10T08:05:53,STF1070,staff-ops,staff-ops,10.20.153.37,10.20.212.3,443,UDP,321156,DEV0398,0
NW005464,2026-07-10T08:07:15,VND2001,vendor-vpn,internet,10.60.180.51,198.51.180.146,445,TCP,214355,DEV0178,0
NW002362,2026-07-10T08:07:48,VND2008,vendor-vpn,internet,10.60.138.220,198.51.51.168,443,TCP,67377,DEV0139,0
NW001204,2026-07-10T08:11:44,STF1135,staff-ops,staff-ops,10.20.109.180,10.20.36.51,22,UDP,278205,DEV0299,0
NW006069,2026-07-10T08:18:47,STF1041,staff-ops,staff-ops,10.20.204.157,10.20.78.7,80,UDP,304616,DEV0310,0
NW005629,2026-07-10T08:24:44,STF1073,staff-ops,staff-ops,10.20.120.3,10.20.103.28,80,TCP,202572,DEV0237,0
NW003591,2026-07-10T08:25:46,VND2007,vendor-vpn,internet,10.60.183.22,198.51.117.49,8080,TCP,87393,DEV0088,0
NW000518,2026-07-10T08:50:57,STF1141,staff-ops,staff-ops,10.20.80.75,10.20.123.25,3389,TCP,365313,DEV0123,0
NW005819,2026-07-10T08:57:40,STF1074,staff-ops,staff-ops,10.20.189.76,10.20.133.35,22,TCP,149038,DEV0231,0
NW000641,2026-07-10T09:08:33,VND2024,vendor-vpn,internet,10.60.167.29,198.51.28.207,80,UDP,356601,DEV0209,0
NW001857,2026-07-10T09:12:06,VND2024,vendor-vpn,vendor-vpn,10.60.67.100,10.20.77.234,80,TCP,361502,DEV0306,0
NW005023,2026-07-10T09:16:43,STF1120,staff-ops,staff-ops,10.20.97.32,10.20.207.86,443,TCP,239836,DEV0285,0
NW000115,2026-07-10T09:17:19,VND2009,vendor-vpn,vendor-vpn,10.60.235.27,10.20.54.47,80,TCP,325104,DEV0396,0
NW004097,2026-07-10T09:17:25,STF1002,staff-ops,staff-ops,10.20.103.125,10.20.69.129,445,TCP,265127,DEV0106,0
NW004894,2026-07-10T09:19:20,STF1122,staff-ops,staff-ops,10.20.41.29,10.20.24.166,8080,TCP,51797,DEV0140,0
NW002780,2026-07-10T09:27:32,STF1088,staff-ops,staff-ops,10.20.162.59,10.20.151.125,443,TCP,12149,DEV0175,0
NW005353,2026-07-10T09:27:41,STF1135,staff-ops,staff-ops,10.20.227.69,10.20.174.106,443,TCP,294618,DEV0387,0
NW000735,2026-07-10T09:45:04,VND2003,vendor-vpn,internet,10.60.48.90,198.51.118.48,22,TCP,219815,DEV0348,0
NW005957,2026-07-10T10:00:38,STF1082,staff-ops,staff-ops,10.20.132.73,10.20.51.133,80,TCP,64161,DEV0321,0
NW001625,2026-07-10T10:03:59,STF1020,staff-ops,staff-ops,10.20.166.242,10.20.204.45,5432,TCP,137546,DEV0184,0
NW000855,2026-07-10T10:04:34,STF1043,staff-ops,internet,10.20.197.4,198.51.30.9,22,TCP,117772,DEV0076,0
NW002179,2026-07-10T10:05:22,STF1001,staff-ops,staff-ops,10.20.36.30,10.20.116.23,80,TCP,87244,DEV0042,0
NW001746,2026-07-10T10:06:43,STF1120,staff-ops,staff-ops,10.20.220.190,10.20.180.28,3389,TCP,197599,DEV0085,0
NW002897,2026-07-10T10:06:50,STF1022,staff-ops,staff-ops,10.20.17.242,10.20.159.70,443,TCP,45694,DEV0089,0
NW003563,2026-07-10T10:18:05,STF1122,staff-ops,staff-ops,10.20.234.22,10.20.0.86,22,TCP,10560,DEV0152,0
NW000330,2026-07-10T10:24:08,VND2007,vendor-vpn,vendor-vpn,10.60.118.157,10.20.219.191,443,UDP,95341,DEV0383,0
NW003363,2026-07-10T10:25:48,STF1081,staff-ops,staff-ops,10.20.64.130,10.20.117.17,8080,TCP,380520,DEV0140,0
NW004165,2026-07-10T10:26:41,STF1024,staff-ops,staff-ops,10.20.127.232,10.20.201.239,8080,UDP,153431,DEV0325,0
NW000646,2026-07-10T10:32:07,STF1002,staff-ops,internet,10.20.148.12,198.51.94.156,3389,TCP,307980,DEV0009,0
NW001237,2026-07-10T10:34:14,STF1098,staff-ops,staff-ops,10.20.35.31,10.20.201.249,443,TCP,370070,DEV0307,0
NW003735,2026-07-10T10:42:06,STF1047,staff-ops,staff-ops,10.20.215.160,10.20.47.183,80,UDP,138094,DEV0041,0
NW001856,2026-07-10T10:43:07,STF1127,staff-ops,staff-ops,10.20.130.163,10.20.219.162,80,TCP,111372,DEV0022,0
NW002725,2026-07-10T10:52:32,STF1018,staff-ops,staff-ops,10.20.114.210,10.20.234.191,5432,TCP,11531,DEV0265,0
NW005061,2026-07-10T10:56:40,VND2034,vendor-vpn,vendor-vpn,10.60.48.237,10.20.229.239,443,TCP,250717,DEV0283,0
NW001193,2026-07-10T10:56:56,VND2016,vendor-vpn,vendor-vpn,10.60.205.68,10.20.233.64,22,UDP,95515,DEV0248,0
NW002005,2026-07-10T10:58:50,STF1106,staff-ops,staff-ops,10.20.91.190,10.20.22.91,22,TCP,300398,DEV0293,0
NW001691,2026-07-10T11:09:03,STF1058,staff-ops,internet,10.20.137.220,198.51.156.25,80,TCP,76292,DEV0111,0
NW004528,2026-07-10T11:27:53,VND2024,vendor-vpn,vendor-vpn,10.60.220.81,10.20.102.117,22,TCP,392213,DEV0028,0
NW000327,2026-07-10T11:34:23,STF1103,staff-ops,internet,10.20.219.95,198.51.21.54,5432,TCP,271583,DEV0360,0
NW002087,2026-07-10T11:35:46,STF1177,staff-ops,internet,10.20.109.103,198.51.119.78,443,TCP,245753,DEV0010,0
NW001069,2026-07-10T11:36:01,STF1130,staff-ops,staff-ops,10.20.4.190,10.20.206.98,80,UDP,47608,DEV0232,0
NW006229,2026-07-10T11:37:04,STF1077,staff-ops,staff-ops,10.20.171.118,10.20.110.161,443,TCP,354540,DEV0169,0
NW001557,2026-07-10T11:49:57,STF1026,staff-ops,staff-ops,10.20.50.208,10.20.149.97,443,TCP,271647,DEV0380,0
NW004313,2026-07-10T11:52:45,VND2034,vendor-vpn,internet,10.60.114.188,198.51.143.118,80,TCP,89546,DEV0168,0
NW000594,2026-07-10T12:05:17,STF1028,staff-ops,internet,10.20.123.84,198.51.229.52,443,TCP,112110,DEV0194,0
NW003600,2026-07-10T12:12:33,STF1077,staff-ops,staff-ops,10.20.167.131,10.20.179.105,443,UDP,203778,DEV0339,0
NW000705,2026-07-10T12:13:28,STF1010,staff-ops,staff-ops,10.20.85.196,10.20.150.175,22,UDP,280460,DEV0158,0
NW001038,2026-07-10T12:14:49,STF1002,staff-ops,staff-ops,10.20.88.197,10.20.211.123,443,UDP,231116,DEV0245,0
NW002615,2026-07-10T12:23:14,STF1177,staff-ops,internet,10.20.21.237,198.51.146.138,443,TCP,302124,DEV0172,0
NW003876,2026-07-10T12:24:51,STF1114,staff-ops,staff-ops,10.20.35.98,10.20.243.112,443,UDP,141345,DEV0398,0
NW004928,2026-07-10T12:33:24,STF1014,staff-ops,staff-ops,10.20.18.110,10.20.185.155,443,TCP,71993,DEV0195,0
NW000678,2026-07-10T12:37:41,VND2019,vendor-vpn,vendor-vpn,10.60.32.123,10.20.243.97,443,TCP,228222,DEV0037,0
NW004730,2026-07-10T12:50:11,VND2031,vendor-vpn,vendor-vpn,10.60.78.147,10.20.145.163,443,TCP,298664,DEV0013,0
NW006135,2026-07-10T12:52:48,VND2028,vendor-vpn,vendor-vpn,10.60.119.254,10.20.159.233,3389,TCP,363996,DEV0160,0
NW005118,2026-07-10T12:54:47,VND2025,vendor-vpn,vendor-vpn,10.60.143.60,10.20.39.150,80,UDP,202101,DEV0017,0
NW000204,2026-07-10T12:55:20,STF1106,staff-ops,staff-ops,10.20.111.32,10.20.17.76,443,TCP,330417,DEV0107,0
NW003823,2026-07-10T12:58:09,STF1039,staff-ops,staff-ops,10.20.4.94,10.20.153.44,443,UDP,303008,DEV0039,0
NW003743,2026-07-10T13:14:50,STF1097,staff-ops,staff-ops,10.20.45.90,10.20.186.213,22,TCP,164069,DEV0054,0
NW005668,2026-07-10T13:30:01,STF1165,staff-ops,internet,10.20.238.121,198.51.118.169,8080,TCP,139500,DEV0068,0
NW003896,2026-07-10T13:31:34,STF1102,staff-ops,internet,10.20.171.130,198.51.243.36,80,TCP,374918,DEV0063,0
NW003859,2026-07-10T13:39:59,VND2004,vendor-vpn,vendor-vpn,10.60.104.76,10.20.68.67,445,UDP,360320,DEV0297,0
NW002658,2026-07-10T13:49:23,VND2004,vendor-vpn,vendor-vpn,10.60.99.132,10.20.195.175,3389,TCP,337705,DEV0189,0
NW001831,2026-07-10T14:14:07,STF1133,staff-ops,staff-ops,10.20.47.25,10.20.194.44,443,TCP,150588,DEV0130,0
NW002857,2026-07-10T14:24:34,STF1025,staff-ops,staff-ops,10.20.204.78,10.20.28.7,443,TCP,369929,DEV0264,0
NW002849,2026-07-10T14:25:46,STF1171,staff-ops,internet,10.20.78.51,198.51.247.10,8080,UDP,288853,DEV0392,0
NW003277,2026-07-10T14:29:01,STF1157,staff-ops,staff-ops,10.20.72.130,10.20.242.70,22,TCP,305075,DEV0091,0
NW002071,2026-07-10T14:55:27,STF1123,staff-ops,internet,10.20.236.175,198.51.88.57,443,TCP,255438,DEV0128,0
NW003038,2026-07-10T14:56:53,VND2026,vendor-vpn,vendor-vpn,10.60.139.139,10.20.33.164,8080,TCP,148346,DEV0059,0
NW001882,2026-07-10T14:59:13,VND2010,vendor-vpn,vendor-vpn,10.60.141.196,10.20.248.74,3389,TCP,383183,DEV0302,0
NW000517,2026-07-10T15:04:32,STF1146,staff-ops,staff-ops,10.20.105.134,10.20.46.54,3389,TCP,341340,DEV0248,0
NW001648,2026-07-10T15:07:51,STF1146,staff-ops,staff-ops,10.20.48.239,10.20.32.160,8080,TCP,122117,DEV0063,0
NW005729,2026-07-10T15:08:25,VND2032,vendor-vpn,vendor-vpn,10.60.48.21,10.20.201.34,3389,TCP,312249,DEV0122,0
NW000958,2026-07-10T15:27:54,VND2017,vendor-vpn,vendor-vpn,10.60.103.227,10.20.135.95,443,TCP,131372,DEV0389,0
NW001904,2026-07-10T15:28:02,STF1121,staff-ops,staff-ops,10.20.239.154,10.20.103.99,8080,TCP,209194,DEV0003,0
NW005040,2026-07-10T15:53:03,STF1140,staff-ops,staff-ops,10.20.245.225,10.20.168.78,8080,TCP,336055,DEV0111,0
NW005303,2026-07-10T16:00:06,STF1004,staff-ops,staff-ops,10.20.38.180,10.20.199.63,443,UDP,307217,DEV0383,0
NW001146,2026-07-10T16:18:45,VND2014,vendor-vpn,vendor-vpn,10.60.158.137,10.20.159.164,443,TCP,296503,DEV0059,0
NW005866,2026-07-10T16:25:35,STF1155,staff-ops,staff-ops,10.20.43.205,10.20.52.120,443,TCP,237954,DEV0190,0
NW005320,2026-07-10T16:29:12,STF1012,staff-ops,staff-ops,10.20.168.189,10.20.114.24,443,TCP,398153,DEV0055,0
NW003968,2026-07-10T16:34:59,VND2009,vendor-vpn,vendor-vpn,10.60.247.144,10.20.35.49,443,TCP,317267,DEV0359,0
NW002222,2026-07-10T16:37:03,VND2018,vendor-vpn,vendor-vpn,10.60.0.218,10.20.160.178,22,TCP,177214,DEV0264,0
NW002130,2026-07-10T16:47:29,STF1119,staff-ops,staff-ops,10.20.81.60,10.20.71.72,80,TCP,176619,DEV0139,0
NW005025,2026-07-10T16:52:16,VND2011,vendor-vpn,vendor-vpn,10.60.134.197,10.20.254.83,80,TCP,234381,DEV0026,0
NW003605,2026-07-10T17:08:26,STF1010,staff-ops,staff-ops,10.20.224.17,10.20.153.243,5432,TCP,399354,DEV0104,0
NW000370,2026-07-10T17:14:45,VND2034,vendor-vpn,vendor-vpn,10.60.187.100,10.20.15.209,3389,TCP,323949,DEV0320,0
NW004304,2026-07-10T17:17:55,VND2012,vendor-vpn,internet,10.60.65.26,198.51.191.166,443,UDP,259659,DEV0348,0
NW005461,2026-07-10T17:19:58,STF1087,staff-ops,staff-ops,10.20.7.190,10.20.177.237,443,TCP,209142,DEV0093,0
NW006105,2026-07-10T17:24:42,STF1177,staff-ops,staff-ops,10.20.8.96,10.20.55.59,443,TCP,186379,DEV0046,0
NW001809,2026-07-10T17:25:04,STF1011,staff-ops,staff-ops,10.20.254.180,10.20.217.223,80,TCP,14911,DEV0328,0
NW005616,2026-07-10T17:25:47,STF1029,staff-ops,internet,10.20.96.226,198.51.197.65,22,TCP,194995,DEV0035,0
NW003521,2026-07-10T17:30:50,STF1171,staff-ops,staff-ops,10.20.180.79,10.20.161.248,443,TCP,179081,DEV0342,0
NW001945,2026-07-10T17:34:07,STF1135,staff-ops,staff-ops,10.20.64.98,10.20.20.18,80,TCP,5316,DEV0337,0
NW006209,2026-07-10T17:47:50,STF1154,staff-ops,staff-ops,10.20.124.10,10.20.97.1,80,TCP,32786,DEV0001,0
NW003635,2026-07-10T17:50:29,STF1151,staff-ops,staff-ops,10.20.179.218,10.20.26.252,443,UDP,357394,DEV0290,0
NW001707,2026-07-10T17:54:52,STF1057,staff-ops,staff-ops,10.20.219.46,10.20.163.109,443,TCP,324850,DEV0338,0
NW003608,2026-07-10T18:00:40,STF1078,staff-ops,staff-ops,10.20.67.12,10.20.244.83,80,TCP,116648,DEV0390,0
NW000084,2026-07-10T18:05:16,STF1071,staff-ops,internet,10.20.59.145,198.51.166.39,443,UDP,125585,DEV0064,0
NW000657,2026-07-10T18:20:47,STF1011,staff-ops,staff-ops,10.20.39.69,10.20.24.212,443,TCP,24000,DEV0082,0
NW003010,2026-07-10T18:24:34,STF1137,staff-ops,staff-ops,10.20.89.87,10.20.187.162,80,TCP,200606,DEV0202,0
NW004209,2026-07-10T18:31:26,STF1021,staff-ops,internet,10.20.36.85,198.51.168.19,445,TCP,261331,DEV0202,0
NW000577,2026-07-10T18:37:07,VND2018,vendor-vpn,internet,10.60.68.47,198.51.130.79,8080,UDP,310517,DEV0222,0
NW001950,2026-07-10T18:43:05,STF1045,staff-ops,internet,10.20.87.125,198.51.173.220,80,TCP,310464,DEV0065,0
NW002753,2026-07-10T18:44:48,STF1090,staff-ops,staff-ops,10.20.230.2,10.20.215.222,8080,TCP,315171,DEV0216,0
NW004760,2026-07-10T18:53:49,STF1125,staff-ops,staff-ops,10.20.80.146,10.20.181.155,445,TCP,202920,DEV0091,0
NW005463,2026-07-10T19:00:03,STF1068,staff-ops,internet,10.20.6.76,198.51.8.39,3389,TCP,160777,DEV0291,0
NW000597,2026-07-10T19:07:24,STF1062,staff-ops,internet,10.20.100.61,198.51.51.37,8080,TCP,191367,DEV0274,0
NW004626,2026-07-10T19:30:55,STF1033,staff-ops,staff-ops,10.20.118.245,10.20.204.220,22,TCP,313216,DEV0157,0
NW003656,2026-07-10T19:32:24,STF1128,staff-ops,staff-ops,10.20.184.225,10.20.100.164,80,TCP,216464,DEV0170,0
NW000459,2026-07-10T19:42:07,VND2032,vendor-vpn,vendor-vpn,10.60.102.127,10.20.209.215,443,TCP,311993,DEV0012,0
NW005293,2026-07-10T19:49:47,STF1131,staff-ops,staff-ops,10.20.209.80,10.20.106.28,443,TCP,314194,DEV0226,0
NW004963,2026-07-10T20:02:21,STF1023,staff-ops,staff-ops,10.20.194.136,10.20.220.215,443,UDP,63392,DEV0185,0
NW003948,2026-07-10T20:04:11,STF1168,staff-ops,staff-ops,10.20.175.44,10.20.14.119,8080,TCP,77243,DEV0249,0
NW005405,2026-07-10T20:05:48,VND2010,vendor-vpn,internet,10.60.42.85,198.51.164.161,8080,TCP,93847,DEV0054,0
NW005564,2026-07-10T20:11:32,STF1063,staff-ops,staff-ops,10.20.0.149,10.20.195.8,443,UDP,118244,DEV0215,0
NW000354,2026-07-10T20:16:39,STF1157,staff-ops,staff-ops,10.20.222.42,10.20.53.222,445,TCP,78786,DEV0006,0
NW000869,2026-07-10T20:19:39,VND2020,vendor-vpn,internet,10.60.25.163,198.51.214.206,443,TCP,115312,DEV0263,0
NW005736,2026-07-10T20:49:10,STF1041,staff-ops,internet,10.20.157.168,198.51.99.61,445,TCP,179398,DEV0395,0
NW001270,2026-07-10T21:20:37,STF1030,staff-ops,staff-ops,10.20.39.224,10.20.118.242,5432,TCP,54647,DEV0026,0
NW005279,2026-07-10T21:27:09,STF1013,staff-ops,internet,10.20.21.93,198.51.48.65,3389,UDP,273149,DEV0244,0
NW001282,2026-07-10T21:36:58,STF1081,staff-ops,staff-ops,10.20.136.107,10.20.109.181,443,TCP,228063,DEV0062,0
NW000059,2026-07-10T21:46:36,STF1154,staff-ops,staff-ops,10.20.126.125,10.20.20.209,443,TCP,53419,DEV0360,0
NW006142,2026-07-10T21:57:54,STF1175,staff-ops,internet,10.20.115.223,198.51.161.207,80,TCP,7481,DEV0292,0
NW002611,2026-07-10T23:39:02,STF1098,staff-ops,staff-ops,10.20.211.223,10.20.119.7,443,TCP,54052,DEV0071,0
NW003366,2026-07-11T00:20:11,STF1149,staff-ops,operational-apps,10.20.194.194,10.20.15.178,445,TCP,3075894,DEV0316,1
NW001936,2026-07-11T01:11:20,STF1100,staff-ops,staff-ops,10.20.224.136,10.20.213.37,80,UDP,383783,DEV0055,0
NW000049,2026-07-11T01:35:05,STF1033,staff-ops,staff-ops,10.20.64.48,10.20.206.185,22,UDP,381512,DEV0219,0
NW006258,2026-07-11T02:27:54,STF1018,staff-ops,operational-apps,10.20.181.43,10.20.8.246,3389,UDP,5287082,DEV0232,1
NW002471,2026-07-11T03:47:15,STF1138,staff-ops,staff-ops,10.20.242.122,10.20.247.2,443,TCP,20333,DEV0125,0
NW005499,2026-07-11T06:06:40,STF1077,staff-ops,staff-ops,10.20.109.101,10.20.109.102,3389,TCP,338021,DEV0381,0
NW004898,2026-07-11T06:08:30,VND2012,vendor-vpn,vendor-vpn,10.60.36.103,10.20.166.150,443,TCP,307642,DEV0179,0
NW001619,2026-07-11T06:08:40,STF1147,staff-ops,staff-ops,10.20.109.37,10.20.250.108,443,UDP,79654,DEV0356,0
NW003421,2026-07-11T06:17:04,STF1113,staff-ops,staff-ops,10.20.157.127,10.20.146.96,443,TCP,59324,DEV0097,0
NW004418,2026-07-11T06:29:55,STF1071,staff-ops,staff-ops,10.20.57.201,10.20.75.19,443,TCP,14349,DEV0238,0
NW000381,2026-07-11T06:39:27,STF1048,staff-ops,staff-ops,10.20.160.36,10.20.178.97,443,TCP,357426,DEV0336,0
NW005055,2026-07-11T07:01:34,STF1086,staff-ops,staff-ops,10.20.155.140,10.20.125.78,3389,TCP,291867,DEV0271,0
NW000853,2026-07-11T07:02:49,STF1065,staff-ops,internet,10.20.34.230,198.51.80.45,3389,TCP,114817,DEV0239,0
NW001490,2026-07-11T07:05:49,STF1091,staff-ops,staff-ops,10.20.218.37,10.20.226.35,445,TCP,112040,DEV0226,0
NW005476,2026-07-11T07:15:35,STF1173,staff-ops,staff-ops,10.20.54.158,10.20.52.166,3389,TCP,229368,DEV0021,0
NW004560,2026-07-11T07:15:37,STF1109,staff-ops,staff-ops,10.20.111.176,10.20.149.35,443,TCP,117713,DEV0219,0
NW004288,2026-07-11T07:25:56,STF1004,staff-ops,staff-ops,10.20.172.135,10.20.88.200,5432,TCP,293847,DEV0277,0
NW001587,2026-07-11T07:30:56,STF1074,staff-ops,internet,10.20.160.21,198.51.44.75,80,UDP,348915,DEV0005,0
NW004416,2026-07-11T07:33:42,VND2027,vendor-vpn,vendor-vpn,10.60.124.165,10.20.56.12,443,TCP,259208,DEV0177,0
NW003434,2026-07-11T07:49:48,STF1115,staff-ops,staff-ops,10.20.217.245,10.20.175.148,443,TCP,337243,DEV0384,0
NW001102,2026-07-11T07:51:12,VND2005,vendor-vpn,vendor-vpn,10.60.75.72,10.20.113.138,445,TCP,199185,DEV0061,0
NW005648,2026-07-11T07:57:20,STF1039,staff-ops,staff-ops,10.20.153.235,10.20.88.31,445,TCP,62276,DEV0307,0
NW002656,2026-07-11T07:58:46,STF1029,staff-ops,staff-ops,10.20.98.6,10.20.51.143,443,TCP,394481,DEV0327,0
NW002847,2026-07-11T08:24:17,STF1059,staff-ops,internet,10.20.31.87,198.51.42.20,80,TCP,289372,DEV0233,0
NW002622,2026-07-11T08:25:41,STF1007,staff-ops,staff-ops,10.20.82.144,10.20.190.224,443,TCP,31236,DEV0266,0
NW004598,2026-07-11T08:31:40,STF1071,staff-ops,internet,10.20.51.225,198.51.144.197,3389,TCP,381482,DEV0092,0
NW004540,2026-07-11T08:50:31,STF1107,staff-ops,staff-ops,10.20.211.113,10.20.38.77,443,TCP,223324,DEV0121,0
NW000270,2026-07-11T08:53:33,STF1082,staff-ops,staff-ops,10.20.13.105,10.20.27.115,443,UDP,355487,DEV0266,0
NW002798,2026-07-11T09:08:57,VND2014,vendor-vpn,internet,10.60.35.177,198.51.178.7,80,TCP,318809,DEV0133,0
NW003974,2026-07-11T09:19:44,STF1024,staff-ops,staff-ops,10.20.43.224,10.20.34.202,443,TCP,170635,DEV0145,0
NW005980,2026-07-11T09:24:49,VND2034,vendor-vpn,vendor-vpn,10.60.5.5,10.20.204.203,80,TCP,128828,DEV0141,0
NW006354,2026-07-11T09:24:54,STF1156,staff-ops,internet,10.20.168.200,198.51.248.114,80,TCP,398390,DEV0193,0
NW002164,2026-07-11T09:43:34,STF1178,staff-ops,internet,10.20.20.196,198.51.21.88,443,TCP,207908,DEV0065,0
NW004224,2026-07-11T09:50:58,STF1058,staff-ops,staff-ops,10.20.79.90,10.20.186.189,443,UDP,303864,DEV0319,0
NW003422,2026-07-11T09:57:50,VND2002,vendor-vpn,vendor-vpn,10.60.145.203,10.20.78.160,443,TCP,88158,DEV0250,0
NW004175,2026-07-11T09:57:54,STF1047,staff-ops,staff-ops,10.20.102.161,10.20.123.149,8080,TCP,166477,DEV0299,0
NW005489,2026-07-11T10:04:16,STF1161,staff-ops,staff-ops,10.20.166.226,10.20.116.29,443,TCP,100580,DEV0350,0
NW001680,2026-07-11T10:12:17,VND2002,vendor-vpn,vendor-vpn,10.60.141.51,10.20.80.247,5432,TCP,92432,DEV0030,0
NW003817,2026-07-11T10:15:40,STF1112,staff-ops,staff-ops,10.20.116.82,10.20.12.210,443,TCP,389023,DEV0183,0
NW003224,2026-07-11T10:19:27,STF1008,staff-ops,staff-ops,10.20.87.254,10.20.89.195,443,UDP,39139,DEV0198,0
NW001721,2026-07-11T10:20:50,STF1038,staff-ops,staff-ops,10.20.10.14,10.20.90.197,443,TCP,316017,DEV0136,0
NW003734,2026-07-11T10:21:30,STF1130,staff-ops,staff-ops,10.20.16.225,10.20.49.178,443,UDP,231073,DEV0322,0
NW005103,2026-07-11T10:22:37,STF1152,staff-ops,staff-ops,10.20.62.240,10.20.186.202,443,TCP,143433,DEV0231,0
NW003392,2026-07-11T10:25:45,STF1055,staff-ops,staff-ops,10.20.230.223,10.20.210.81,443,TCP,82776,DEV0148,0
NW000057,2026-07-11T10:25:45,STF1177,staff-ops,internet,10.20.148.57,198.51.175.232,80,TCP,116741,DEV0147,0
NW005460,2026-07-11T10:30:39,STF1055,staff-ops,staff-ops,10.20.41.228,10.20.20.238,22,UDP,123350,DEV0129,0
NW005876,2026-07-11T10:38:29,STF1161,staff-ops,staff-ops,10.20.171.156,10.20.125.251,443,TCP,254857,DEV0185,0
NW000639,2026-07-11T10:38:56,STF1134,staff-ops,staff-ops,10.20.43.24,10.20.211.222,3389,TCP,130671,DEV0234,0
NW003090,2026-07-11T10:43:13,STF1071,staff-ops,internet,10.20.184.10,198.51.189.147,3389,TCP,213580,DEV0108,0
